session,ticker,target_1555_to_open,y,is_earnings,pred
2025-05-08,AAPL,0.007390908170497257,0.005857712866848943,False,0.0030197051487049946
2025-05-08,ABBV,0.0016716997411561074,0.00013850443750779346,True,-0.001118691110763432
2025-05-08,ABT,0.00037335722819609174,-0.0011598380754522222,False,-0.0011601690231780632
2025-05-08,ACN,0.0029113964998543906,0.0013782011962060767,False,-5.197280320542446e-05
2025-05-08,ADBE,0.0038465536958103286,0.0023133583921620144,False,-0.00019738163034654983
2025-05-08,ADI,0.018528530004423338,0.016995334700775026,False,-0.00045369234400378467
2025-05-08,ADP,3.256480395985584e-05,-0.0015006304996884581,False,-0.0008594956853777983
2025-05-08,AFL,0.0005639097744358779,-0.0009692855292124361,False,-0.0001435550160130545
2025-05-08,AJG,-0.004475326816629321,-0.006008522120277636,False,-0.00012615417991792787
2025-05-08,AMD,0.0056857170865600715,0.004152521782911757,True,0.0023502822585620728
2025-05-08,AMGN,-0.006058380760051496,-0.00759157606369981,False,-0.00019825484566003476
2025-05-08,AMT,-0.005497777981399277,-0.007030973285047591,False,-0.000420599116583097
2025-05-08,AMZN,0.007080751809236396,0.005547556505588082,False,0.0022390962272645387
2025-05-08,AON,-0.0017890587873536923,-0.0033222540910020065,False,0.000598927414674332
2025-05-08,APD,0.00048116070767645347,-0.0010520345959718605,False,-0.0002910882053012431
2025-05-08,APH,0.004093277102455994,0.0025600817988076802,False,-0.0015773995403593612
2025-05-08,AVGO,0.005811998655074646,0.004278803351426332,False,0.002280756715479674
2025-05-08,AXP,0.002321164802701059,0.000787969499052745,False,-0.0012710209035496829
2025-05-08,AZO,0.007407447738155826,0.0058742524345075115,False,0.0008290591518310638
2025-05-08,BA,0.00571577032995596,0.004182575026307646,False,-0.0036594193500977044
2025-05-08,BAC,0.0009594627008875367,-0.0005737326027607772,False,0.0004422559826465551
2025-05-08,BDX,0.0033944866750399427,0.0018612913713916288,False,0.00291728361039255
2025-05-08,BKNG,-0.0060090599919956356,-0.00754225529564395,False,-0.0004925544152823688
2025-05-08,BLK,0.0011195315191181443,-0.00041366378453016966,False,0.000873110977377935
2025-05-08,BMY,-0.0006392499467291479,-0.002172445250377462,False,-0.0015948879620413857
2025-05-08,BSX,-0.004351189325082272,-0.005884384628730586,False,0.0012839191277861906
2025-05-08,C,0.004321762163669307,0.002788566860020993,False,-0.000844662939547509
2025-05-08,CARR,0.007660661086678955,0.006127465783030641,False,-0.001486959325314572
2025-05-08,CAT,-6.141185863006715e-05,-0.0015946071622783811,False,-0.00018902414111430672
2025-05-08,CB,-0.0015557476231633505,-0.0030889429268116646,False,-0.0002596738783924004
2025-05-08,CDNS,0.001974621261167764,0.00044142595751944986,False,-0.0010399905993723102
2025-05-08,CI,-0.0011990767109325562,-0.0027322720145808704,False,0.00011073773833074324
2025-05-08,CL,-0.0022011886418666915,-0.0037343839455150057,False,-0.0005728659701416143
2025-05-08,CMCSA,0.004675610045382639,0.0031424147417343246,False,0.002587487779061703
2025-05-08,CME,0.0009923447689252907,-0.0005408505347230233,False,-0.0011915132545620949
2025-05-08,CMG,-0.006202752471409223,-0.007735947775057537,False,0.0012134488157744666
2025-05-08,COF,0.00105462982493143,-0.00047856547871688387,True,-0.0010008099731962231
2025-05-08,COP,0.017235590374930165,0.015702395071281853,True,-0.00036823915289353737
2025-05-08,COST,-0.0023506774315129597,-0.003883872735161274,False,-0.0009601148725430672
2025-05-08,CRM,0.005211307824100508,0.0036781125204521942,False,-0.0003084694547408934
2025-05-08,CSCO,0.01625062824593737,0.014717432942289057,False,-0.0005808807409627076
2025-05-08,CSX,-0.005167068549776221,-0.006700263853424536,False,-0.0006575655330195234
2025-05-08,CVX,0.010034904013961565,0.008501708710313251,True,-0.0001859390784237974
2025-05-08,DE,-0.001261855334391604,-0.002795050638039918,False,-0.0019416940678957187
2025-05-08,DHI,0.0002421698417822693,-0.0012910254618660447,False,-0.0018667313247759795
2025-05-08,DHR,-0.0016440608302507043,-0.0031772561338990184,False,0.0004544823453876508
2025-05-08,DIS,0.0004752399961982512,-0.0010579553074500628,True,-0.0014399166908727631
2025-05-08,DUK,0.002919342730836494,0.00138614742718818,True,0.0010079956179852509
2025-05-08,ELV,4.84730974308345e-05,-0.0014847222062174795,False,-0.000299161354160452
2025-05-08,EMR,0.0041670360847592125,0.0026338407811108983,False,-0.0008030550013789735
2025-05-08,EOG,0.00427233887828371,0.002739143574635396,False,0.0011719151756447597
2025-05-08,EQIX,-0.01370371659646552,-0.015236911900113835,False,0.0027449055122885607
2025-05-08,ETN,0.004020230839061112,0.0024870355354127977,False,-0.0012884217396448095
2025-05-08,FCX,0.006384676775738063,0.004851481472089749,True,-0.0010243669596530184
2025-05-08,FDX,-0.004417896468171367,-0.0059510917718196815,False,-0.0007171179234163003
2025-05-08,GD,0.0025673940949937357,0.0010341987913454218,False,-0.0007205214589560357
2025-05-08,GE,-0.00018583042973285835,-0.0017190257333811723,False,-0.0011417203185554114
2025-05-08,GILD,-0.0007132667617689714,-0.0022464620654172856,True,-0.0006160955759135129
2025-05-08,GM,0.003799071338117299,0.002265876034468985,False,-0.0015039581269419772
2025-05-08,GOOGL,-0.0008424053913944629,-0.002375600695042777,False,0.003414164425306738
2025-05-08,GS,0.00482810875579287,0.003294913452144556,False,-0.0008310840385498562
2025-05-08,HCA,-0.0016920473773266442,-0.0032252426809749584,False,0.0030097315627744814
2025-05-08,HD,-0.008324889777364008,-0.009858085081012323,False,-0.0008708349668518233
2025-05-08,HON,-0.0013032666035693863,-0.0028364619072177005,False,-0.0009780433525348926
2025-05-08,IBM,-0.00011800802454564607,-0.00165120332819396,False,-0.0004783414024533701
2025-05-08,ICE,0.00022619316896621555,-0.0013070021346820984,False,-0.0009534851839688919
2025-05-08,INTU,-0.004451602120968179,-0.005984797424616493,False,-0.0008806217587727394
2025-05-08,ISRG,0.0004261074161218126,-0.0011070878875265014,False,0.0022092028426027224
2025-05-08,ITW,-0.0010665354007711736,-0.0025997307044194878,False,-0.00030931770993667366
2025-05-08,JNJ,-0.0008357441337192295,-0.0023689394373675437,False,-0.0006287532301198271
2025-05-08,JPM,0.002205245333543271,0.0006720500298949569,False,-0.00048496039636399397
2025-05-08,KLAC,0.003510168118578294,0.00197697281492998,False,-0.0004221248218377928
2025-05-08,KO,-0.003089453728408964,-0.004622649032057278,False,0.0008338385454803095
2025-05-08,LIN,0.004217639005432039,0.0026844437017837248,False,-0.0004250056998242108
2025-05-08,LLY,0.00015938795027103936,-0.0013738073533772746,False,0.004393049901080323
2025-05-08,LMT,0.0013062256399452021,-0.00022696966370311183,False,-0.0005842052516156393
2025-05-08,LOW,-0.0045836856392683645,-0.006116880942916679,False,-0.0006287532301198271
2025-05-08,LRCX,0.008114939470533544,0.00658174416688523,False,0.0005850951018268826
2025-05-08,MA,-0.001425403864428132,-0.002958599168076446,False,-0.0003055970529190471
2025-05-08,MAR,-0.0035763728657129956,-0.00510956816936131,True,-0.0012710209035496829
2025-05-08,MCD,-0.0018501977797628077,-0.003383393083411122,False,0.0005671029057579485
2025-05-08,MCK,0.02813852813852824,0.026605332834879928,False,0.00310736336341552
2025-05-08,MDLZ,-0.0037213456385829513,-0.0052545409422312655,False,-9.986314215332265e-06
2025-05-08,MDT,-0.00035915240033523865,-0.0018923477039835526,False,-9.986314215332265e-06
2025-05-08,MET,0.0029551586791725093,0.0014219633755241953,False,-0.00017163910358514498
